book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency
afternoon,Sun,STYLE,BECKY,STYLE,BECKY,1,60,Tues,evening,0,0,60,1,1,0,0,0,0,0,5
afternoon,Sun,STYLE,BECKY,STYLE,JJ,0,0,Fri,,1,0,605,13,11,2,3,3,3,0,2
afternoon,Sun,STYLE,JJ,STYLE,JJ,1,82,Tues,morning,0,0,82,1,1,0,0,0,0,0,47
afternoon,Sun,STYLE,BECKY,STYLE,JJ,1,0,Fri,,1,0,304,5,3,2,1,2,1,0,2
afternoon,Sun,STYLE,JJ,STYLE,JJ,1,52,Sat,afternoon,0,0,552,7,7,0,0,0,4,0,8
afternoon,Sun,STYLE,BECKY,STYLE,BECKY,1,50,Tues,morning,0,0,230,5,5,0,0,0,0,0,19
afternoon,Thurs,STYLE,JJ,STYLE,HOUSE,1,230,Thurs,afternoon,0,0,230,1,1,0,0,0,0,0,42
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,82,Thurs,morning,0,0,82,1,1,0,0,0,0,0,63
afternoon,Thurs,STYLE,BECKY,STYLE,HOUSE,1,230,Tues,afternoon,0,0,290,2,2,0,0,0,0,1,9
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,70,Sat,morning,0,0,70,1,1,0,0,0,0,0,26
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,1,50,Fri,morning,0,0,604,11,9,2,5,0,0,0,6
afternoon,Thurs,STYLE,BECKY,STYLE,KELLY,1,55,Wed,afternoon,0,0,135,3,3,0,1,0,0,0,15
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,132.4,Thurs,afternoon,0,1,82,1,1,0,1,0,0,0,35
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,1,80,Fri,morning,0,0,140,2,2,0,0,0,0,0,41
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,60,Fri,afternoon,0,0,100,2,2,0,0,0,0,0,41
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,0,0,Tues,,0,0,140,3,3,0,0,1,0,0,2
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,0,Tues,evening,1,0,430,7,6,1,0,2,4,0,9
afternoon,Thurs,STYLE,JJ,STYLE,JJ,0,0,Tues,,1,0,0,1,1,0,0,1,1,0,2
afternoon,Thurs,STYLE,BECKY,STYLE,SINEAD,1,35,Tues,evening,0,0,35,1,1,0,0,0,0,0,72
afternoon,Thurs,STYLE,SINEAD,STYLE,HOUSE,1,225,Wed,morning,0,0,360,3,2,1,2,0,0,1,8
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,0,Thurs,afternoon,1,0,410,4,3,1,2,0,1,1,7
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,0,Thurs,afternoon,1,0,460,5,4,1,2,0,2,1,7
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,0,Thurs,afternoon,1,0,505,6,5,1,2,0,3,1,7
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,0,Thurs,afternoon,1,0,555,7,6,1,2,0,4,1,7
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,0,Thurs,afternoon,1,0,605,8,7,1,2,0,5,0,7
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,1,0,Thurs,morning,1,0,642,10,8,1,2,2,4,1,7
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,40,Thurs,evening,0,0,40,1,1,0,0,0,0,0,28
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,70,Tues,morning,0,0,70,1,1,0,0,0,0,0,30
afternoon,Thurs,STYLE,BECKY,STYLE,SINEAD,1,70,Wed,afternoon,0,0,70,1,1,0,0,0,0,0,43
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,1,30,Tues,evening,0,0,30,1,1,0,0,0,0,0,44
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,82,Wed,afternoon,0,0,82,1,1,0,0,0,0,0,36
afternoon,Thurs,STYLE,BECKY,STYLE,SINEAD,1,35,Sat,morning,0,0,35,1,1,0,0,0,0,1,54
afternoon,Thurs,STYLE,JJ,STYLE,JJ,0,0,Fri,,0,0,82,2,2,0,0,1,0,0,34
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,143.4,Thurs,afternoon,0,1,184,3,3,0,1,1,0,0,28
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,82,Fri,morning,0,0,82,1,1,0,0,0,0,0,34
afternoon,Thurs,STYLE,KELLY,STYLE,BECKY,1,30,Thurs,afternoon,0,0,30,1,1,0,0,0,0,0,14
afternoon,Thurs,STYLE,BECKY,STYLE,KELLY,1,55,Thurs,afternoon,0,0,85,2,2,0,0,0,0,0,35
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,1,30,Fri,morning,0,0,30,1,1,0,0,0,0,0,34
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,40,Thurs,afternoon,0,0,40,1,1,0,0,0,0,0,133
afternoon,Thurs,STYLE,BECKY,STYLE,JJ,1,90,Wed,morning,0,0,150,2,2,0,0,0,0,0,50
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,1,60,Sun,afternoon,0,0,60,1,1,0,0,0,0,0,95
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,40,Tues,morning,0,0,40,1,1,0,0,0,0,0,16
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,82,Thurs,afternoon,0,0,82,1,1,0,0,0,0,0,112
afternoon,Thurs,STYLE,JJ,STYLE,JJ,0,0,Tues,,1,0,280,6,6,0,1,1,1,0,9
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,40,Thurs,evening,0,0,40,1,1,0,0,0,0,0,42
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,32,Wed,morning,0,0,32,1,1,0,0,0,0,0,8
afternoon,Thurs,STYLE,HOUSE,STYLE,JJ,1,102,Sun,afternoon,0,0,654,8,8,0,0,0,4,0,11
afternoon,Thurs,STYLE,BECKY,STYLE,JJ,1,82,Thurs,evening,0,0,82,1,1,0,0,0,0,0,14
afternoon,Thurs,STYLE,BECKY,STYLE,BECKY,0,0,Sat,,1,0,0,1,1,0,0,1,1,0,19
afternoon,Thurs,STYLE,SINEAD,STYLE,SINEAD,1,70,Wed,evening,0,0,70,1,1,0,0,0,0,0,36
afternoon,Thurs,STYLE,JJ,STYLE,JJ,1,60,Fri,afternoon,0,0,90,2,2,0,0,0,0,0,34
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,40,Wed,morning,0,0,40,1,1,0,0,0,0,0,34
afternoon,Tues,STYLE,JJ,STYLE,JJ,0,0,Wed,,1,0,100,3,3,0,0,1,1,0,6
afternoon,Tues,STYLE,BECKY,STYLE,SINEAD,1,90,Wed,afternoon,0,0,250,3,3,0,1,0,0,0,48
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,82,Thurs,morning,0,0,82,1,1,0,0,0,0,0,54
afternoon,Tues,STYLE,JJ,STYLE,JJ,0,0,Tues,,0,0,0,1,1,0,0,1,0,0,21
afternoon,Tues,STYLE,HOUSE,STYLE,BECKY,1,60,Fri,morning,0,0,60,1,1,0,0,0,0,0,11
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,0,Thurs,afternoon,1,0,340,3,3,0,0,0,1,1,5
afternoon,Tues,STYLE,JJ,STYLE,TANYA,1,35,Wed,evening,0,0,67,2,2,0,0,0,0,0,13
afternoon,Tues,STYLE,KELLY,STYLE,KELLY,0,0,Wed,,1,0,0,1,1,0,0,1,1,0,6
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,60,Tues,evening,0,0,60,1,1,0,0,0,0,0,49
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,60,Thurs,morning,0,0,60,1,1,0,0,0,0,0,40
afternoon,Tues,STYLE,SINEAD,STYLE,SINEAD,1,108.31,Wed,morning,0,1,70,1,1,0,1,0,0,0,55
afternoon,Tues,STYLE,JJ,STYLE,JJ,0,0,Tues,,1,0,0,1,1,0,0,1,1,0,7
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,0,0,Tues,,0,0,942,14,12,1,2,4,5,1,7
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,0,Tues,afternoon,1,0,992,15,13,1,2,4,6,1,7
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,82,Fri,afternoon,0,0,82,1,1,0,0,0,0,0,46
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,60,Tues,morning,0,0,60,1,1,0,0,0,0,0,77
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,52,Tues,morning,0,0,824,16,16,0,0,5,7,0,14
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,0,Wed,evening,1,0,0,1,1,0,0,0,1,0,111
afternoon,Tues,STYLE,SINEAD,STYLE,SINEAD,1,35,Tues,afternoon,0,0,35,1,1,0,0,0,0,0,35
afternoon,Tues,STYLE,BECKY,STYLE,SINEAD,1,55,Tues,afternoon,0,0,90,2,2,0,0,0,0,0,35
afternoon,Tues,STYLE,BECKY,STYLE,SINEAD,1,90,Wed,morning,0,0,160,2,2,0,0,0,0,0,27
afternoon,Tues,STYLE,KELLY,STYLE,BECKY,1,80,Tues,afternoon,0,0,240,3,3,0,0,0,0,0,7
afternoon,Tues,STYLE,BECKY,STYLE,KELLY,1,55,Tues,afternoon,0,0,295,4,4,0,0,0,0,0,14
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,60,Wed,afternoon,0,0,100,3,2,1,0,1,1,0,34
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,306.1,Sun,afternoon,0,1,82,1,1,0,1,0,0,0,23
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,60,Thurs,afternoon,0,0,60,3,2,1,0,0,2,0,19
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,0,Sat,morning,1,0,280,2,2,0,0,0,1,1,10
afternoon,Tues,STYLE,TANYA,STYLE,JJ,1,32,Fri,evening,0,0,32,1,1,0,0,0,0,0,67
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,40,Wed,evening,0,0,40,1,1,0,0,0,0,0,48
afternoon,Tues,STYLE,KELLY,STYLE,KELLY,1,35,Wed,evening,0,0,35,1,1,0,0,0,0,0,20
afternoon,Tues,STYLE,JJ,STYLE,JJ,1,102,Tues,evening,0,0,184,2,2,0,0,0,0,0,42
afternoon,Tues,STYLE,JJ,STYLE,JJ,0,0,Thurs,,0,0,0,1,1,0,0,1,0,0,54
afternoon,Tues,STYLE,BECKY,STYLE,SINEAD,1,35,Wed,morning,0,0,35,1,1,0,0,0,0,0,41
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,50,Thurs,morning,0,0,130,3,3,0,0,0,0,0,19
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,30,Thurs,afternoon,0,0,30,1,1,0,0,0,0,0,40
afternoon,Tues,STYLE,BECKY,STYLE,BECKY,1,50,Tues,,0,0,130,3,3,0,0,1,0,0,28
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,1,154.25,Tues,evening,0,1,160,2,2,0,1,0,0,0,22
afternoon,Wed,STYLE,HOUSE,STYLE,BECKY,1,0,Sat,afternoon,1,0,540,7,7,0,0,0,5,0,4
afternoon,Wed,STYLE,BECKY,STYLE,BECKY,1,160,Fri,morning,0,1,132,2,2,0,1,0,0,0,5
afternoon,Wed,STYLE,SINEAD,STYLE,BECKY,1,50,Thurs,evening,0,0,352,6,5,1,3,0,0,0,6
afternoon,Wed,STYLE,KELLY,STYLE,JJ,1,202,Fri,morning,0,1,946,15,12,3,9,1,0,0,5
afternoon,Wed,STYLE,JJ,STYLE,KELLY,1,55,Wed,afternoon,0,0,1001,16,13,3,9,1,0,0,7
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,102,Sat,morning,0,0,184,2,2,0,0,0,0,0,60
afternoon,Wed,STYLE,KELLY,STYLE,KELLY,1,113.5,Wed,afternoon,0,1,55,1,1,0,1,0,0,0,35
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,1,70,Wed,evening,0,0,70,1,1,0,0,0,0,0,49
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,82,Sat,morning,0,0,82,1,1,0,0,0,0,0,46
afternoon,Wed,STYLE,TANYA,STYLE,BECKY,1,50,Thurs,evening,0,0,316,7,7,0,0,2,1,0,13
afternoon,Wed,STYLE,KELLY,STYLE,BECKY,1,68.45,Thurs,evening,0,1,80,2,2,0,1,0,0,0,13
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,82,Thurs,morning,0,0,82,1,1,0,0,0,0,0,48
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,82,Sat,afternoon,0,0,82,1,1,0,0,0,0,0,81
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,102,Thurs,afternoon,0,0,184,2,2,0,1,0,0,0,34
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,101.4,Wed,morning,0,1,100,2,2,0,1,0,0,0,28
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,40,Tues,morning,0,0,40,1,1,0,0,0,0,0,29
afternoon,Wed,STYLE,BECKY,STYLE,BECKY,0,0,Thurs,,0,0,917,16,13,3,4,4,5,0,6
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,40,Tues,evening,0,0,40,1,1,0,0,0,0,0,50
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,102,Fri,evening,0,0,184,2,2,0,0,0,0,0,40
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,117.39,Fri,morning,0,1,82,1,1,0,1,0,0,0,12
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,0,0,Thurs,,0,0,250,3,2,0,0,1,0,1,20
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,1,0,Tues,morning,1,0,350,5,4,0,0,1,2,1,8
afternoon,Wed,STYLE,KELLY,STYLE,TANYA,1,15,Sat,afternoon,0,0,15,1,1,0,0,0,0,0,11
afternoon,Wed,STYLE,JJ,STYLE,BECKY,1,80,Thurs,morning,0,0,240,4,3,0,0,0,0,0,27
afternoon,Wed,STYLE,BECKY,STYLE,BECKY,1,50,Thurs,afternoon,0,0,80,2,2,0,0,0,0,0,34
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,1,0,Sat,afternoon,1,0,330,5,5,0,0,2,3,1,4
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,1,90,Sat,afternoon,0,0,470,8,8,0,0,3,4,1,4
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,0,0,Tues,,0,0,620,12,12,0,0,5,6,1,1
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,102,Fri,morning,0,0,184,2,2,0,0,0,0,0,33
afternoon,Wed,STYLE,SINEAD,STYLE,SINEAD,1,50,Sat,morning,0,0,100,3,3,0,2,0,0,0,4
afternoon,Wed,STYLE,BECKY,STYLE,JJ,1,82,Wed,afternoon,0,0,82,1,1,0,0,0,0,0,49
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,40,Fri,afternoon,0,0,40,1,1,0,0,0,0,0,103
afternoon,Wed,STYLE,JJ,STYLE,JJ,0,0,Thurs,,1,0,0,1,1,0,0,1,1,0,27
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,82,Thurs,morning,0,0,82,1,1,0,0,0,0,0,76
afternoon,Wed,STYLE,JJ,STYLE,JJ,1,40,Wed,morning,0,0,40,1,1,0,0,0,0,0,28
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,TANYA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,HOUSE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Sat,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,COLOR,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Sun,COLOR,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,COLOR,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,COLOR,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,COLOR,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,MISC,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Sat,MISC,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,MISC,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,MISC,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,MISC,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,MISC,JOANNE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,MISC,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,MISC,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,MISC,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
